91,"1. процесс, который возникает при воздействии на организм человек факторов среды, превышающих возможности адаптирующейся системы
2. процесс, связанный с формированием устойчивости
3.процесс, обратный формированию резистентности
4. все вышеперечисленное ","1. адаптивные реакции
2. процессы перестройки дыхательной, сердечно-сосудистой систем
3. процессы гипертрофии мышечного аппарата
4. процессы активации врожденногого иммунитета"
92,"Укажите полосу звуковых частот, которые воспринимает слуховой анализатор человека ","1. 16 Гц - 20 000 Гц
2. 1000 Гц – 10 000 Гц
3. 5 Гц – 30 000 Гц
4. 10 000 -40 000 Гц  "
93,"1. защитная функция
2. функция резонатора
3. ототопическая функция
4. функция шумоподавления",Когда считается пульсовое давление патологически малым
94,"1. когда оно составляет меньше 25% от систолического давления
2.  когда оно составляет меньше 10% от систолического давления
3. когда оно составляет меньше 5% от систолического давления
4. когда оно составляет меньше 15% от систолического давления","1. роговица, хрусталик, стекловидное тело
2. радужка, сетчатка, роговица
3. сетчатка, стекловидное тело
4. радужка, ресничное тело"
95,"1. роговица, хрусталик, стекловидное тело
2. радужка, сетчатка, роговица
3. сетчатка, стекловидное тело
4. радужка, ресничное тело","1. внутримолекулярная перегруппировка связей родопсина
2. гиперполяризация мембраны фоторецепторной клетки
3. сдвиг мембранного потенциала
4. возбуждение зрительного нерва"
96,Работоспособность человека отражает …,"1. способность человека выполнять за определенный промежуток времени определенный объем работы
2. желание человека выполнять за определенное время работу определенного объема и качества
3. способность работать без усталости
4. выполнение определенного задания за определенное время"
97,"1. физическими нагрузками на опорно-двигательный аппарат и функциональные системы организма, обеспечивающие его деятельность
2. физической тяжестью выполняемой работы
3. количеством движений, выполняемых в течение рабочей смены
4. эмоциональными нагрузкамии",Что такое «динамическая нагрузка»?
98,"1. перемещение работника в пространстве
2. передвижение по территории
3. управление подъемно-транспортным оборудованием
4. процесс периодического сокращения и расслабления скелетных мышц, приводящий к перемещению груза, а также тела человека или его частей в пространстве.","1. деятельность, связанная с быстрым принятием решений 
2. трудовая деятельность, отражающая нагрузку преимущественно на центральную нервную систему, органы чувств и эмоциональную сферу работника
3. трудовая деятельность, обусловленная сложностью выполнения задания
4. многократное повторение одинаковых технологических операций"
99,"1. деятельность, связанная с быстрым принятием решений 
2. трудовая деятельность, отражающая нагрузку преимущественно на центральную нервную систему, органы чувств и эмоциональную сферу работника
3. трудовая деятельность, обусловленная сложностью выполнения задания
4. многократное повторение одинаковых технологических операций","1. охлаждение раны
2. тугая повязка
3. обработка раны, повязка, сдавливание кровеносных сосудов
4. стимулирование дыхания"
100,Мишень действия ионизирующего излучения в организме человека:,"1. клетка
2. орган
3. ткань
4. ДНК"
101,"1. отсутствие дыхание и пульса
2. отсутствие реакции зрачков на свет
3. отсутствие пульса и реакции зрачков на свет
4. отсутствие сознания, дыхания, пульса и реакции зрачков на свет","Назовите признаки отравления угарным газом (СО):


"
102,"1. тошнота, рвота
2. затрудненное дыхание, чувство нехватки воздуха, одышка
3. головная боль, головокружение
4. все перечисленное","1. уложив больного приподнять его ноги, расстегнуть ему ворот, дать понюхать нашатырный спирт
2. оставить в покое
3. расстегнуть стесняющую больного одежду
4. укрыть больного потеплее"
103,"1. уложив больного приподнять его ноги, расстегнуть ему ворот, дать понюхать нашатырный спирт
2. оставить в покое
3. расстегнуть стесняющую больного одежду
4. укрыть больного потеплее","1. Закон Павлова
2. Закон Доусона-Шардли
3. Закон Умова-Пойтинга
4. Закон Вебера-Фехнера"
104,Первая помощь при общем замерзании:,"1. укрыть пострадавшего 
2. напоить горячим чаем
3. срочно доставить в лечебное учреждение
4. 1+2+3"
105,"1. от кончиков пальцев до колена
2. от кончиков пальцев о верхней трети бедра
3. от голеностопного сустава до верхней трети бедра
4. не накладывается",Для коматозного состояния характерно:
106,"1. кратковременная потеря сознания
2. максимально расширенные зрачки
3. снижение рефлексов
4. отсутствие реакции на внешние раздражители, длительная потеря сознания, снижение рефлексов","1. непрямого массажа сердца
2. искусственной вентиляции легких
3. прекардиального удара
4. прекращения воздействия электрического тока на человека"
107,"1. непрямого массажа сердца
2. искусственной вентиляции легких
3. прекардиального удара
4. прекращения воздействия электрического тока на человека","1. возбудимость
2. упругость
3.деформируемость
4.дисперсия импеданса живых тканей"
108,"Во время катастроф, аварий пострадавшие могут в течение длительного времени находится без воды, что ведет к развитию дегидратации. По каким внешним признакам можно оценить степень обезвоживания:
","1. западение глаз, сухость слизистых, снижение эластичности кожи
2. появление гиперпигментации на коже, повышение эластичности кожи
3. по внешним признакам невозможно определить, имеет ли место обезвоживание организма, необходимы лабораторные исследования
4. появление сливающих везикул на коже в центре эритемы (покраснения)"
109,"1. при травме глаз, переломе черепа, внутричерепном кровотечении
2. при травме бедра, груди, брюшной полости
3. при внутрисуставном кровотечении, кровоизлиянии в полость коленного сустава, брюшную полость
4. при повреждении внутренних органов",Чем обусловлено биологическое действие электромагнитного поля низкой частоты?
110,"1. Тело человека по отношению к низкочастотным ЭМП обладает свойствами проводника и под действием внешнего поля в тканях возникает ток проводимости
2. Тело человека по отношению к низкочастотным ЭМП обладает свойствами диэлектрика. Биологический эффект обусловлен тепловой энергией, выделяющийся в результате воздействия 
3. Тело человека по отношению к низкочастотным ЭМП обладает свойствами проводника и биологический эффект обусловлен формированием  тока смещения
4. Тело человека по отношению к низкочастотным ЭМП обладает свойствами   парамагнетика и биологический эффект обусловлен экстратермическим эффектом","1. немедленно освободить от сдавления конечность и транспортировать без жгута
2. немедленно освободить от сдавления ногу и иммобилизовать пострадавшую конечность
3. наложить жгут, освободить от сдавления пострадавшую конечность и иммобилизовать ее
4. немедленная эвакуация пострадавшего после его освобождения его конечности от сдавления"
111,"1. немедленно освободить от сдавления конечность и транспортировать без жгута
2. немедленно освободить от сдавления ногу и иммобилизовать пострадавшую конечность
3. наложить жгут, освободить от сдавления пострадавшую конечность и иммобилизовать ее
4. немедленная эвакуация пострадавшего после его освобождения его конечности от сдавления","1. Контузии и разрывы внутренних органов, ожоги, отрывы и другие повреждения конечностей, черепно-мозговая травма, повреждение глаз и слухового анализатора, токсическое поражение, реактивные психозы, повреждения поражающими элементами
2. Контузии и разрывы внутренних органов, отрывы и другие повреждения конечностей, черепно-мозговая травма, токсическое поражение, реактивные психозы
3. Контузии внутренних органов с внутренним кровотечением, отрывы и другие повреждения конечностей, черепно-мозговая травма, повреждение глаз и слухового анализатора, токсическое поражение, реактивные психозы, повреждения поражающими элементами
4. Контузии и разрывы внутренних органов, ожоги, отрывы и другие повреждения конечностей, наружное и внутреннее кровотечение, черепно-мозговая травма, повреждение глаз и слухового анализатора, токсическое поражение, реактивные психозы, повреждения поражающими элементами"
112,"При взрывах на шахтах часто наблюдаются последствия сильнейшего психоэмоционального стресса в виде реактивных психозов, среди которых выделяют: аффективно-шоковые реакции, истерические психозы, реактивные депрессии и т.д.. Непосредственно после взрыва часто наблюдаются:","1. Аффективно-шоковые реакции.
2. Истерические психозы и аффективно-шоковые реакции
3. Реактивные депрессии и параноиды
4. Все виды реактивных психозов"
113,Работодатель обязан обеспечить проведение специальной оценки условий труда в соответствии с требованиями,"1. ст. 212 ТК РФ
2. № 181 ФЗ РФ
3. ст. 105 ТК РФ
4. № 342н ФЗ РФ"
114,Какое из определений «условий труда» является верным?,"1. совокупность опасных и вредных производственных факторов 
2. совокупность факторов производственной среды, оказывающих влияние на работоспособность и здоровье работника
3. совокупность факторов производственной среды и трудового процесса, оказывающих влияние на работоспособность и здоровье работника
4. совокупность факторов производственной среды и трудового процесса, оказывающих влияние на работоспособность и здоровье человека"
115,"Перечень рабочих мест, подлежащих специальной оценке условий труда определяется …..
","1. начальником отдела охраны труда
2. комиссией по проведению СОУТ
3. работодателем 
4. представителем профсоюза"
116,При измерениях параметров световой среды в целях СОУТ оценивается ….,"1. освещенность рабочей поверхности при искусственном освещении
2. пульсация светового потока
3. коэффициент естественной освещенности
4. все вышеперечисленные параметры"
117,Идентификация подразумевает …… ,"1. выявление опасных зон, где запрещается нахождение работников
2. сопоставление и установление совпадения имеющихся факторов с факторами, выявленными в ходе проверки государственным инспектором труда
3. сопоставление и установление совпадения имеющихся факторов на рабочих местах с факторами, предусмотренными классификатором вредных и опасных производственных факторов.
4. сопоставление и установление совпадения имеющихся факторов с факторами, выявленными при предыдущей СОУТ"
118,На постоянном рабочем месте работающий находится…,"1.100 % рабочего времени
2. более 75% рабочего времени
3. более 50% рабочего времени
4. более 30% рабочего времени"
119,"Проведение работ в условиях чрезвычайных ситуаций (спасательные работы, тушение пожаров и т.д.) относится к классу …. ","1. по классу 4 
2. по классу 3.4 
3. по классу 3.3 
4. по классу 3.4 "
120,"Фактор, характеризующий напряженность трудового процесса …","1. величина статической нагрузки
2. характер рабочей позы
3. глубина и частота наклона корпуса
4. нагрузка на голосовой аппарат"
121,"Тяжесть трудового процесса при СОУТ оценивается …..
","1. на рабочих местах, на которых работниками осуществляется выполнение обусловленных технологическим процессом (трудовой функцией) работ по поднятию и переноске грузов вручную, работ в вынужденном положении или позе ""стоя""
2.  на рабочих местах, где присутствуют интеллектуальные нагрузки
на рабочих местах, где присутствуют сенсорные нагрузки
на всех рабочих местах, где присутствуют любые физические нагрузки"
122,"Декларация соответствия условиям труда государственным нормативным требованиям охраны труда направляется …
","1. в органы исполнительной власти субъектов Российской Федерации в области охраны труда
2. в Роспотребнадзор
3. никуда не направляется, а хранится на предприятии 45 лет
4. в государственную инспекцию труда"
123,Опасные и вредные производственные факторы подразделяются по природе действия на следующие группы:,"1. физические и химические
2. травмирующие и психофизиологические
3. физические, химические, биологические
4. физические, химические, биологические, психофизиологические"
124,В каких случаях при проведении специальной оценки условий труда оцениваются факторы травмоопасности на рабочем месте?,"1. Ни в каких. Оценка травмоопасности не предусмотрена методикой проведения специальной оценки условий труда
2. Во всех случаях
3. По предписанию государственного инспектора труда
4. По решению комиссии по проведению специальной оценки условий труда"
125,К факторам производственной среды не относятся ….,"1. физические факторы
2. химические факторы
3. биологические факторы
4. напряженность трудового процесса"
126,Работодатель не обязан ….,"1. предоставить организации, проводящей СОУТ, необходимые документы и давать разъяснения по вопросам оценки условий труда;
2. письменно ознакомить работника с результатами СОУТ на его рабочем месте;
3. реализовывать мероприятия, направленные на улучшение условий труда работников, с учетом результатов СОУТ;
4. информировать государственную инспекцию труда о ходе проведения СОУТ"
127,Работник обязан ….,"1. участвовать в проведении СОУТ на предприятии
2. знакомиться с результатами проведенной специальной оценки условий труда на своем рабочем месте
3. участвовать в оформлении результатов СОУТ на своем рабочем месте
4. обжаловать результаты специальной оценки условий труда на своем рабочем месте"
128,Укажите признаки аналогичных рабочих мест,"1. рабочие места, которые расположены в одном или нескольких однотипных производственных помещениях (производственных зонах)
2. на которых работники работают по одной и той же профессии, должности, специальности, осуществляют одинаковые трудовые функции в одинаковом режиме рабочего времени при ведении однотипного технологического процесса
3. осуществляют одинаковые трудовые функции в одинаковом режиме рабочего времени при ведении однотипного технологического процесса с использованием одинаковых производственного оборудования, инструментов, приспособлений, материалов и сырья и обеспечены одинаковыми средствами индивидуальной защиты
4. все вышеперечисленное"
129,Идентификация потенциально вредных и (или) опасных производственных факторов не проводится в отношении…. ,"1.  рабочих мест работников, профессии, должности, специальности которых включены в списки работ, производств, профессий, должностей, специальностей и учреждений (организаций), с учетом которых осуществляется досрочное назначение трудовой пенсии по старости
2. нестационарных рабочих мест работников
3. стационарных рабочих мест
4. работников пенсионного возраста"
130,Назовите общее количество и наименование классов условий труда,"1. 4 класса (оптимальные, допустимые, вредные, опасные)
2. 3 класса (оптимальные, допустимые, вредные)
3. 4 класса (оптимальные, допустимые, тяжелые, опасные)
4. 4 класса (оптимальные, допустимые, вредные, особо вредные)"
131,Экспертиза качества проведения специальной оценки условий труда осуществляется….,"1. органами судебной власти субъектов Российской Федерации 
2. органами исполнительной власти субъектов Российской Федерации в области охраны труда
3. органами надзора и контроля
4. профсоюзами"
132,Результаты проведения специальной оценки условий труда не применяются в целях:,"1. информирования работников об условиях труда на рабочих местах, о существующем риске повреждения их здоровья
2. обеспечения работников средствами индивидуальной защиты, а также оснащения рабочих мест средствами коллективной защиты
3. обеспечения работников форменной одеждой
4. установления работникам предусмотренных Трудовым кодексом Российской Федерации гарантий и компенсаций"
133,Какое из определений «рабочее место» является верным?,"1. место, где работник осуществляет свои рабочие операции в настоящий момент
2. место, где работник должен находиться или в которое ему необходимо прибыть в связи с его работой и которое прямо или косвенно находится под контролем работодателя
3. место, где работник осуществляет свои рабочие операции и место отдыха 
4. место, где работник должен находиться или в которое ему необходимо прибыть в связи с его работой "
134,Имеет ли право организация проводить специальную оценку на своих рабочих местах силами своей же испытательной лаборатории?,"1. Нет, не имеет права
2. Да, имеет право, если эта лаборатория внесена в реестр Минтруда России
3. Да, имеет право, по решению государственной инспекции труда
4. Да, имеет право, по решению комиссии по проведению СОУТ"
135,"К основаниям, на которых специальную оценку необходимо проводить вне плана не относится ..","1. ввод в эксплуатацию новых рабочих мест; 
2  изменение технологического процесса, состава применяемых материалов и прочие нововведения, которые способны повлиять на уровень воздействия вредных и опасных производственных факторов;
3.несчастный случай на производстве или профзаболевание, причиной которых послужили вредные или опасные условия труда
4. расширение штата работников организации"
136,Внеплановая СОУТ проводится,"1. в течение 6 месяцев с момента наступления оснований для ее проведения
2. в течение 1 года с момента наступления оснований для ее проведения
3. незамедлительно с момента наступления оснований для ее проведения
4. не реже, чем 1 раз в 5 лет"
137,"В общем случае СОУТ проводится в плановом порядке не реже, чем ","1. 1 раз в год
2. 2 раза в год
3. периодичность устанавливается комиссией по проведению СОУТ
4. 1 раз в 5 лет"
138,Вредные условия труда по степени превышения гигиенических нормативов и выраженности изменений в организме работников  разделяют на …. степени вредности,"1. 24
2. 4
3. 2
4. 3"
139,Какая из процедур не связана со специальной оценкой условий труда?,"1. Идентификация опасных производственных объектов
2. Идентификация потенциально опасных и вредных производственных факторов
3. Декларирование соответствие условий труда государственным нормативным требованиям
4. Аккредитация организаций в реестре Минтруда России"
140,Каков в общем случае срок действия декларации соответствия условий труда государственным нормативным требованиям ?,"1. 1 год
2. 45 лет
3. 3 года
4. 5 лет"
141,"В штате организации, оказывающей услуги по проведению специальной оценки условий труда, должен быть …","1. программист
2. врач-гигиенист
3. врач-терапевт
4. системный администратор"
142,Методика проведения специальной оценки условий труда утверждена….,"1. Приказом Минтруда № 33н
2. Постановлением Правительства РФ № 730 
3. ГОСТ 12.0.230-2007
4. Приказом Минтруда № 302н"
143,"Событие, в результате которого работник получил увечье при исполнении им обязанностей по трудовому договору которое повлекло стойкую утрату им профессиональной трудоспособности называется","1. Несчастный случай на производстве;
2. Инцидент;
3. Психическая травма;
4. Специфическая травма"
144,"Каким образом решаются разногласия по вопросам расследования, оформления и учета несчастных случаев на производстве, непризнания работодателем несчастного случая, отказа в проведении расследования несчастного случая и составления акта по форме Н-1?","1. Только в судебном порядке;
2. Соответствующими органами государственной инспекции труда или судом;
3. Прокуратурой РФ;
4. Только Федеральной инспекцией труда."
145,"Какие несчастные случаи подлежат расследованию, и по решению комиссии могут квалифицироваться как не связанные с производством?","1. Смерть вследствие опьянения, если опьянение не связано с нарушением технологического процесса;
2. Смерть, единственной причиной которой явилось (по заключению учреждения здравоохранения) алкогольное опьянение.
3. Несчастный случай, происшедший при совершении пострадавшим действий, квалифицированных правоохранительными органами как уголовно наказуемое правонарушение (преступление).
4. Только 1 и 3 верные"
146,"В каких случаях гос. инспектор труда самостоятельно или с участием профсоюзного инспектора труда, а при необходимости - представителей иных органов государственного надзора и контроля проводит расследование н/случая независимо от срока давности?","1. При выявлении несчастного случая на производстве, о котором работодателем не было сообщено в  установленные законом сроки.
2. При поступлении жалобы от пострадавшего или от родственников погибшего о несогласии с выводами комиссии.
3. Государственный инспектор труда не имеет права самостоятельно проводить расследование н/случая.
4. Ответы 1, 2 при поступлении информации, свидетельствующей о нарушении установленного порядка расследования."
147,"В отношении каких лиц подлежат учету и расследованию несчастные случаи, происшедшие на производстве при выполнении ими трудовых обязанностей и работы по заданию организации?","1. В отношении лиц, выполняющих работу на условиях трудового договора, а также студентов проходящих практику.
2. В отношении лиц, осужденных к лишению свободы и привлекаемых к труду администрацией организации.
3. В отношении всех лиц, участвующих в производственной деятельности организации.
4. Все ответы верны"
148,По каким несчастным случаям на производстве оформляется акт по форме Н-1?,"1. По каждому несчастному случаю, вызвавшему потерю трудоспособности работника на срок не менее одного дня либо его смерть.
2. По каждому несчастному случаю, вызвавшему необходимость перевода работника в соответствии с медицинским заключением на другую работу.
3. По каждому случаю.
4. Ответы 1 и 2 верны."
149,Какие события подлежат  расследованию в установленном порядке как несчастные случаи?,"1. при работе вахтовым методом во время междусменного отдыха;
2. во время служебных поездок на общественном транспорте;
3. при следовании к месту выполнения работы или с работы на личном транспортном средстве по распоряжению работодателя;
4. Верны ответы 1, 2 и 3"
150,"Фактор, воздействие которого на работающего, в определённых условиях, приводит к травме или другому внезапному ухудшению здоровья называется","1. Вредным производственным;
2. Скрытым производственным;
3. Опасным производственным;
4. Психологическим производственным;
"
151,Кто осуществляет возмещение морального вреда пострадавшему на производстве в результате произошедшего несчастного случая?,"1. Фонд социального страхования РФ;
2. Профсоюзная организация, членом которой является пострадавший;
3. Причинитель вреда (работодатель);
4. Выплата производится из средств федерального бюджета"
152,Каким образом утверждается состав комиссии по расследованию несчастного случая в организации?,"1. Приказом (распоряжением) работодателя;
2. Распоряжением государственной инспекции труда;
3. Приказом Фонда социального страхования РФ, в котором работодатель застрахован в качестве страхователя;
4. Распоряжением органа исполнительной власти субъекта Российской Федерации"
153,"Кем устанавливается степень вины застрахованного в процентах, если при расследовании несчастного случая установлено, что грубая неосторожность застрахованного содействовала возникновению или увеличению вреда, причиненного его здоровью?","1. Выборным органом первичной профсоюзной организации или иным уполномоченным работниками органом;
2. Комиссией по расследованию несчастного случая с учетом заключения выборного органа первичной профсоюзной организации или иного уполномоченного работниками органа;
3. Работодателем с учетом мнения выборного органа первичной профсоюзной организации или иного уполномоченного работниками органа;
4. Региональным отделением Фонда социального страхования РФ с учетом мнения работодателя"
154,Кем утверждается акт по форме Н-1?,"1. Руководителем соответствующей Государственной инспекции труда
2. Работодателем или его представителем
3. Управляющим регионального отделения Фонда социального страхования РФ
4. Председателем комиссии, проводившей расследование несчастного случая"
155,При тяжелом несчастном случае работодатель или уполномоченное им лицо обязан сообщить в соответствующие органы в течение…,"1. часа
2. двух часов
3. трех суток
4. суток"
156,Срок расследования тяжелого и смертельного (в том числе группового) несчастного случая на производстве составляет,"1. 1 месяц
2. 15 дней
3. 10 дней
4. 6 суток"
157,В какой срок после окончания расследования работодатель обязан выдать акт по форме Н-1 пострадавшему?,"1. 1 сутки
2. неделя
3. 3 суток
4. месяц"
158,"В комиссию по расследованию обстоятельств и причин тяжелого несчастного случая на производстве должен быть включен…
","1. государственный инспектор труда
2. представители органа исполнительной власти
3. представитель территориального объединения профсоюзов
4. все вышеуказанные лица"
159,Копии актов о смертельном несчастном случае по форме Н-1 направляются в прокуратуру после их утверждения в срок…,"1. 1 час
2. 3 дня
3. 1 неделя
4. 1 сутки"
160,Кто из перечисленных работников не может входить в комиссию по расследованию несчастного случая?,"1. начальник отдела ОТ предприятия, где произошел несчастный случай
2. сотрудник отдела ОТ предприятия, где произошел несчастный случай
3. член профсоюзного комитета предприятия, где произошел несчастный случай
4. ответственный за безопасность в структурном подразделении, где произошел несчастный случай"
161,"Расследование проводится комиссией, назначаемой Правительством РФ при крупных авариях с человеческими жертвами…","1. 5 и более человек
2. 7 и более человек
3. 10 и более человек
4. 15 и более человек"
162,"Расследование обстоятельств и причин несчастного случая на производстве (который не является групповым, не относится к категории тяжелых или со смертельным исходом) проводится комиссией в течение…","1. суток
2. трех дней
3. пяти дней
4. десяти дней"
